zone_id,jurisdiction_id,jurisdiction_name,zone_code,zone_name,category,min_lot_size_sf,min_lot_width_ft,max_density_dua,max_far,max_lot_coverage_pct,max_height_ft,max_stories,front_setback_ft,side_setback_ft,rear_setback_ft,parking_ratio,source_doc,source_citation,source_page,provenance,confidence,human_verified,notes
az-carefree:r1-10,az-carefree,Town of Carefree,R1-10,"Single-Family Residential - 10,000 sf per dwelling",residential,10000,80,TBD,TBD,30,24,TBD,20,7,25,,az-carefree-zoning,"Zoning Ordinance Ch. 16, Art. VI, Sec. 6.01, Table 6.1",,official-html,extracted,,"Min lot area per DU 10,000 sf. Height 24 ft (note 1). Coverage = max lot area under roof. Source via American Legal render-doc API."
az-carefree:r1-18,az-carefree,Town of Carefree,R1-18,"Single-Family Residential - 18,000 sf per dwelling",residential,18000,120,TBD,TBD,25,24,TBD,30,10,30,,az-carefree-zoning,"Zoning Ordinance Ch. 16, Art. VI, Sec. 6.01, Table 6.1",,official-html,extracted,,"Min lot area per DU 18,000 sf. Height 24 ft (note 1). Coverage = max lot area under roof. Source via American Legal render-doc API."
az-carefree:r1-35,az-carefree,Town of Carefree,R1-35,"Single-Family Residential - 35,000 sf per dwelling",residential,35000,145,TBD,TBD,20,24,TBD,40,20,40,,az-carefree-zoning,"Zoning Ordinance Ch. 16, Art. VI, Sec. 6.01, Table 6.1",,official-html,extracted,,"Min lot area per DU 35,000 sf. Height 24 ft (note 1). Coverage = max lot area under roof. Source via American Legal render-doc API."
az-carefree:rural-190,az-carefree,Town of Carefree,Rural-190,"Rural Zoning District - 190,000 sf per dwelling",residential,190000,300,TBD,TBD,6,24,TBD,60,30,60,,az-carefree-zoning,"Zoning Ordinance Ch. 16, Art. VI, Sec. 6.01, Table 6.1 (Intensity Schedule)",,official-html,extracted,,"Min lot area per dwelling unit 190,000 sf; ordinance states lot area per DU, not dua, so max_density_dua=TBD. Height per footnote (1): no part of principal structure may exceed 24 ft above design grade (Sec. 6.02(1)). Coverage = max lot area under roof. Source reachable via American Legal render-doc API."
az-carefree:rural-43,az-carefree,Town of Carefree,Rural-43,Rural Zoning District - 1 acre per dwelling,residential,43560,145,TBD,TBD,17,24,TBD,40,30,40,,az-carefree-zoning,"Zoning Ordinance Ch. 16, Art. VI, Sec. 6.01, Table 6.1",,official-html,extracted,,"Min lot area per DU 43,560 sf (1 acre; original 'One (1) Acre'). Height 24 ft (note 1). Coverage = max lot area under roof. Source via American Legal render-doc API."
az-carefree:rural-70,az-carefree,Town of Carefree,Rural-70,"Rural Zoning District - 70,000 sf per dwelling",residential,70000,230,TBD,TBD,13,24,TBD,60,30,60,,az-carefree-zoning,"Zoning Ordinance Ch. 16, Art. VI, Sec. 6.01, Table 6.1",,official-html,extracted,,"Min lot area per DU 70,000 sf. Height 24 ft (note 1). Coverage = max lot area under roof. Source via American Legal render-doc API."
az-casa-grande:b-1,az-casa-grande,City of Casa Grande,B-1,Neighborhood Business Zone (B-1),commercial,TBD,TBD,TBD,TBD,TBD,30,TBD,35,15,15,,az-casa-grande-zoning,§ 17.16.010; § 17.24 Art. I; Table 17.24.060,,official-html,extracted,,"Building setbacks from any B-1 zone boundary or public street ROW: front 35 ft, interior side and rear 15 ft, corner side 15 ft, residential-zone boundary 45 ft. Parking-lot setbacks: front 4 ft, interior side/rear 3 ft, corner side 4 ft, residential-zone boundary 3 ft. Max height of structures 30 ft. Lot size/width/depth not specified numerically in code (TBD)."
az-casa-grande:b-2,az-casa-grande,City of Casa Grande,B-2,General Business Zone (B-2),commercial,TBD,TBD,TBD,TBD,TBD,35,TBD,35,15,15,,az-casa-grande-zoning,§ 17.16.010; § 17.24 Art. II; Table 17.24.150,,official-html,extracted,,"Building setbacks from any lot line/public ROW: front 35 ft, rear 15 ft, interior side aggregate of 15 ft (both side yards added must total 15 ft), corner side 25 ft, residential-zone boundary 45 ft. side_setback_ft recorded as 15 (aggregate of both sides). Self-storage setbacks per Table 17.24.170. Parking-lot setbacks: front 4, interior side/rear 3, corner 4, residential boundary 3. Max height 35 ft. Lot size/width/depth not specified numerically (TBD)."
az-casa-grande:b-3,az-casa-grande,City of Casa Grande,B-3,Central Business Zone (B-3),downtown,TBD,TBD,TBD,TBD,TBD,45,TBD,0,0,0,,az-casa-grande-zoning,§ 17.16.010; § 17.24 Art. III; Table 17.24.240,,official-html,extracted,,"Central Business (downtown) zone. Building setbacks from lot line/public ROW: front 0, interior side and rear 0, corner side 0, residential-zone boundary 20 ft. Parking-lot setbacks: front 4, interior side/rear 3, corner 4, residential boundary 3. Height: a structure may be erected to a height over 45 ft; buildings over 35 ft are subject to additional fire protection as determined by the city fire chief. max_height_ft recorded as 45 (code states structures may exceed 45 ft; there is no fixed numeric maximum). Lot size/width/depth not specified numerically (TBD)."
az-casa-grande:b-4,az-casa-grande,City of Casa Grande,B-4,Community Service Zone (B-4),commercial,TBD,150,TBD,TBD,TBD,35,TBD,35,15,15,,az-casa-grande-zoning,§ 17.16.010; §§ 17.28.060–17.28.070; Table 17.28.060,,official-html,extracted,,"Community Service Zone. Min lot width 150 ft (corner lots 200 ft); min lot area determined by building area/parking/setbacks. Building setbacks from any lot line/public street ROW: front 35 ft, rear 15 ft, interior side aggregate of 15 ft (both sides total 15 ft), corner side 25 ft, residential-zone boundary 45 ft. side_setback_ft recorded as 15 (aggregate). Self-storage setbacks per Table 17.24.170. Parking-lot setbacks: front 4, interior side/rear 3, corner 4, residential boundary 3. Max height 35 ft."
az-casa-grande:co,az-casa-grande,City of Casa Grande,CO,Commercial Office Zone (CO),commercial,TBD,150,TBD,TBD,TBD,30,TBD,35,15,15,,az-casa-grande-zoning,§ 17.16.010; § 17.30.050,,official-html,extracted,,"Commercial Office Zone (an office district). Min lot width 150 ft (corner lots 200 ft); min lot area determined by building area/parking/retention/landscaping/setbacks. Setbacks: front 35 ft, rear 15 ft, side 15 ft, corner side 20 ft, residential-zone boundary 30 ft. Max height 30 ft. NOTE: category recorded as 'commercial' because the validator enum has no 'office' value; functionally this is an office zone."
az-casa-grande:i-1,az-casa-grande,City of Casa Grande,I-1,Garden Industrial Zone (I-1),industrial,TBD,100,TBD,TBD,TBD,45,TBD,35,15,15,,az-casa-grande-zoning,§ 17.16.010; §§ 17.32.060–17.32.070; Table 17.32.060,,official-html,extracted,,"Garden and Light Industrial Zone (I-1). Min lot width 100 ft; min lot area determined by building area/parking/setbacks. Building setbacks from any lot line/public street ROW: front 35 ft, interior side and rear 15 ft, corner side 30 ft, residential-zone boundary 45 ft. Self-storage setbacks per Table 17.24.170. Parking-lot setbacks: front 4, interior side/rear 3, corner 4, residential boundary 3. Max height 45 ft."
az-casa-grande:i-2,az-casa-grande,City of Casa Grande,I-2,General Industrial Zone (I-2),industrial,TBD,100,TBD,TBD,TBD,60,TBD,35,15,15,,az-casa-grande-zoning,§ 17.16.010; §§ 17.36.060–17.36.070; Table 17.36.060,,official-html,extracted,,"General Industrial Zone (I-2). Min lot width 100 ft; min lot area determined by building area/parking/setbacks. Building setbacks from any lot line/public ROW: front 35 ft, interior side and rear 15 ft, corner side 30 ft, residential-zone boundary 75 ft. Self-storage setbacks per Table 17.24.170. Parking-lot setbacks: front 4, interior side/rear 3, corner 4, residential boundary 3. Max building height 60 ft; may increase up to 75 ft with additional development standards (increased setbacks, frontage landscaping, design compliance). max_height_ft recorded as 60 (base maximum)."
az-casa-grande:ncd,az-casa-grande,City of Casa Grande,NCD,Neighborhood Conservation District Zone,special,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,,az-casa-grande-zoning,§ 17.16.010; §§ 17.44.010–17.44.040,,official-html,extracted,,Neighborhood Conservation District - a means for property owners to initiate conservation/revitalization of residential or commercial neighborhoods. Takes effect through adoption of a precise plan and set of regulations (the neighborhood conservation plan) specific to each case. No fixed dimensional standards in the code; all standards are plan-driven and established per adopted neighborhood conservation plan - TBD.
az-casa-grande:pad,az-casa-grande,City of Casa Grande,PAD,Planned Area Development (PAD),planned,217800,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,,az-casa-grande-zoning,§ 17.16.010; §§ 17.40.010–17.40.020,,official-html,extracted,,"Planned Area Development zone - an alternative to conventional zoning; standards set per individual PAD Guide/plan, consistent with the General Plan. Minimum total PAD tract = 5 acres (217,800 sf), waivable in limited circumstances (unusual physical features, adjacency to an existing PAD, or to encourage development of small/undevelopable parcels). min_lot_size_sf recorded as 217,800 (5-acre minimum tract). Any use may be allowed if consistent with the General Plan (RV parks per Ch. 17.48). Dimensional standards (density, FAR, coverage, height, setbacks, lot width) are established per-PAD and are not fixed in the code - TBD."
az-casa-grande:r-1,az-casa-grande,City of Casa Grande,R-1,Single-Family Residential Zone (R-1),residential,7000,70,TBD,TBD,TBD,28,TBD,15,5,20,,az-casa-grande-zoning,§ 17.16.010; § 17.20 Art. II; Tables 17.20.140 & 17.20.150,,official-html,extracted,,"Min lot area for single-family dwelling = 7,000 sf (may be averaged: no lot < 6,600 sf, and <= 10% of lots < 7,000 sf). Min lot width 70 ft, min lot depth 100 ft. Density: one single-family dwelling unit per lot max. Single-family detached setbacks: front 15 ft (garage/carport facing street 20 ft), side 5 ft/10 ft (no side < 5 ft; at least one side >= 10 ft), corner side 15 ft, rear 20 ft. Other principal/conditional structures: front 20, side 10, corner 20, rear 20. Schools/civic/cultural/religious = 50 ft all yards. Max height 28 ft."
az-casa-grande:r-1a,az-casa-grande,City of Casa Grande,R-1a,Single-Family Residential Zone (R-1a),residential,5000,45,TBD,TBD,TBD,28,TBD,15,3,20,,az-casa-grande-zoning,§ 17.16.010; § 17.20 Art. III; Tables 17.20.230 & 17.20.240,,official-html,extracted,,"Min lot area for single-family dwelling = 5,000 sf (may be averaged: no lot < 4,500 sf, and <= 10% of lots < 5,000 sf). Min lot width 45 ft, min lot depth 100 ft. Density: one single-family dwelling unit per lot max. Single-family detached setbacks: front 15 ft (garage/carport facing street 20 ft), side 3 ft/10 ft (at least one side >= 10 ft; other side may be 3 ft with 10-ft separation from adjacent home), corner side 15 ft, rear 20 ft. Attached duplex (zero lot line) permitted with zero interior side yard for shared walls; each unit on a separate lot. Schools/civic/cultural/religious = 50 ft all yards. Max height 28 ft. side_setback_ft recorded as 3 (minimum permitted)."
az-casa-grande:r-2,az-casa-grande,City of Casa Grande,R-2,Multi-Family Residential Zone (R-2),residential,5000,45,TBD,TBD,TBD,28,TBD,15,5,20,,az-casa-grande-zoning,§ 17.16.010; § 17.20 Art. IV; Tables 17.20.320 & 17.20.340,,official-html,extracted,,"Minimum area is per-unit, not a flat lot size: single-family 5,000 sf (width 45 ft, depth 90 ft); two-family 3,000 sf/unit (width 70 ft); three-/four-family 3,000 sf/unit (width 80 ft); townhouse cluster 3,000 sf/unit (width 90 ft). min_lot_size_sf recorded as 5,000 (single-family per-unit minimum); multi-family is on a per-unit basis. Min lot depth 90 ft. Outdoor living area 400-600 sf/unit required. Single-family detached setbacks: front 15 ft (garage/carport facing street 20 ft), side 5 ft, corner side 15 ft, rear 20 ft. Duplex/tri/four/townhome on separate lots: side 10 ft from perimeter, zero on interior shared-wall lot lines. Schools/civic/cultural/religious = 50 ft all yards. Max height 28 ft."
az-casa-grande:r-3,az-casa-grande,City of Casa Grande,R-3,Multi-Family Residential Zone (R-3),residential,2000,90,TBD,TBD,TBD,35,TBD,20,10,20,,az-casa-grande-zoning,§ 17.16.010; § 17.20 Art. V; Tables 17.20.430 & 17.20.450,,official-html,extracted,,"Minimum area is per-unit, not a flat lot size: multi-family structure 2,000 sf/unit; townhouse cluster 2,000 sf/unit. min_lot_size_sf recorded as 2,000 (per-unit minimum). Min lot width 90 ft, min lot depth 90 ft. Outdoor living area 300-400 sf/unit. Setbacks: single-family attached tri/four/townhome on separate lots = front 20 ft, side 10 ft from perimeter (zero on interior shared-wall lines), corner 20 ft, rear 20 ft; tri/four/townhome on one lot = front 20, side 15, rear 20; multi-family 5+ units = 20 ft all yards. side_setback_ft recorded as 10 (perimeter / other uses). Schools/civic/cultural/religious = 50 ft all yards. Max height 35 ft."
az-casa-grande:r-4,az-casa-grande,City of Casa Grande,R-4,Mobile Home Residential Zone (R-4),residential,3500,TBD,TBD,TBD,TBD,28,TBD,20,5,10,,az-casa-grande-zoning,§ 17.16.010; § 17.20 Art. VI; Tables 17.20.550 & 17.20.560,,official-html,extracted,,"Min lot area by use: mobile homes to 16 ft width = 3,500 sf; mobile homes over 16 ft = 4,500 sf; single-family dwelling = 5,000 sf; recreational vehicles = 3,500 sf. min_lot_size_sf recorded as 3,500 (smallest applicable). Lot dimensions determined by building area/parking/setbacks. Setbacks: manufactured/mobile/park-model/RV = front 10, side 5, corner 10, rear 10; single-family stick-built = front 20 (15 for side-loaded garages/porches), side 5, corner 10, rear 10. front_setback_ft recorded as 20 (stick-built SF). Max height: manufactured/mobile/park/RV = 14 ft; single-family stick-built = 28 ft; schools/civic/cultural/religious & other uses = 30 ft (up to 45 ft if set back >= 200 ft). max_height_ft recorded as 28 (stick-built SF)."
az-casa-grande:rr,az-casa-grande,City of Casa Grande,RR,Rural Ranch Zone (RR),residential,144000,300,TBD,TBD,TBD,28,TBD,20,10,40,,az-casa-grande-zoning,§ 17.16.010; § 17.20 Art. VII; Tables 17.20.670 & 17.20.680,,official-html,extracted,,"Min lot area for single-family dwelling = 144,000 sf. Min lot width 300 ft, min lot depth 450 ft. Density: one single-family dwelling unit per lot max. Single-family setbacks: front 20 ft, side 10 ft, corner side 20 ft, rear 40 ft. All other principal/conditional uses (incl. accessory structures over 675 sf) = 50 ft all yards. Accessory structures per Sec. 17.52.100. Max height 28 ft."
az-casa-grande:sh,az-casa-grande,City of Casa Grande,SH,Suburban Homestead Zone (SH),residential,87120,100,TBD,TBD,TBD,28,TBD,30,10,40,,az-casa-grande-zoning,§ 17.16.010; § 17.20 Art. VIII; Tables 17.20.760 & 17.20.770,,official-html,extracted,,"Min lot area for single-family dwelling = 87,120 sf (2 acres). Min lot width 100 ft, min lot depth 250 ft. Density: one single-family dwelling unit per lot max. Single-family setbacks: front 30 ft, side 10 ft, corner side 20 ft, rear 40 ft. All other principal/conditional uses (incl. accessory structures over 675 sf) = 50 ft all yards. Accessory structures per Sec. 17.52.100. Max height 28 ft."
az-casa-grande:ur,az-casa-grande,City of Casa Grande,UR,Urban Ranch Zone (UR),residential,54450,100,TBD,TBD,TBD,28,TBD,20,10,40,,az-casa-grande-zoning,§ 17.16.010; § 17.20 Art. I; Tables 17.20.050 & 17.20.060,,official-html,extracted,,"Min lot area for single-family dwelling = 54,450 sf (may be averaged within a subdivision: no lot < 30,400 sf, and <= 10% of lots < 32,000 sf). Min lot width 100 ft, min lot depth 150 ft. Density: no more than one single-family dwelling unit per lot. Setbacks shown are single-family detached (front 20 ft [15 ft for side-loaded garages/front porches/garage-forward living areas], side 10 ft, corner side 20 ft, rear 40 ft). All other principal/conditional uses (incl. accessory structures over 675 sf) = 50 ft all yards. Accessory structures per Sec. 17.52.100. Max building height 28 ft."
az-cave-creek:cb,az-cave-creek,Town of Cave Creek,CB,Commercial Buffer,commercial,6000,60,TBD,TBD,60,25,2,15,5,5,Office/Retail 1 per 250 gsf; Restaurant 1 per 200 gsf; Industrial 1 per 500 gsf (Table 3.9),az-cave-creek-zoning,"Chapter 3 - Commercial Zones, Sec. 3.1, Table 3.1 & Table 3.2",2,official-pdf,extracted,,Setbacks front 15/rear 5/side 5 are binding minimums; all increase to 25 where abutting DR/residential zones or street/alley. Coverage 60% (40% hillside); total disturbance cap 65-75%. No FAR in code.
az-cave-creek:dr-190,az-cave-creek,Town of Cave Creek,DR-190,"Desert Rural (190,000 sf)",residential,190000,300,TBD,TBD,10,25,2,60,30,60,2 spaces per dwelling unit,az-cave-creek-zoning,"Chapter 2 - Residential Zones, Sec. 2.1, Table 2.1 & Table 2.2",6,official-pdf,extracted,,"Reachable via official per-chapter PDF (Ch.2, eff. 12/4/25, Ord. O2025-13). Front and rear both 60 (single combined column); side 30. Coverage 10%; total disturbance cap 75%. One dwelling per lot; no FAR in code."
az-cave-creek:dr-43,az-cave-creek,Town of Cave Creek,DR-43,"Desert Rural (43,000 sf)",residential,43000,145,TBD,TBD,15,25,2,40,20,40,2 spaces per dwelling unit,az-cave-creek-zoning,"Chapter 2 - Residential Zones, Sec. 2.1, Table 2.1 & Table 2.2",6,official-pdf,extracted,,Front and rear both 40; side 20. Coverage 15%; total disturbance cap 75%. One dwelling per lot; no FAR in code.
az-cave-creek:dr-70,az-cave-creek,Town of Cave Creek,DR-70,"Desert Rural (70,000 sf)",residential,70000,250,TBD,TBD,10,25,2,60,30,60,2 spaces per dwelling unit,az-cave-creek-zoning,"Chapter 2 - Residential Zones, Sec. 2.1, Table 2.1 & Table 2.2",6,official-pdf,extracted,,Front and rear both 60; side 30. Coverage 10%; total disturbance cap 75%. One dwelling per lot; no FAR in code.
